id_solotodo,categoria_solotodo,marca,modelo,nombre_completo,tipo,combustible,consumo_bruto,rendimiento_n,cop_calor,poder_calorifico_bruto,rango_calefaccion,precio_max_c_iva_clp,tienda_precio_max,url_tienda_precio_max,precio_oferta_tienda_max_clp,precio_min_c_iva_clp,tienda_precio_min,num_tiendas_activas,tiendas_detalle,costo_instalacion_c_iva,mantencion_c_iva,otros,url_solotodo
269460,Aire Acondicionado Portátil,Kioto,GMS2309,Kioto GMS2309,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,-,12000 BTU/h,No especificado,239990,ABC,https://www.abc.cl/aire-acondicionado-portatil-kioto-gms2309-12000-btu/27376770.html,239990,239990,ABC,1,"ABC: $239,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 487763 | Peso: 28.4 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269460
269436,Aire Acondicionado Portátil,Loven,Frío/Calor 9000BTU,Loven Frío/Calor 9000BTU,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,2.60 (Portátil Calor),9000 BTU/h,18 m2,234990,Ripley,https://simple.ripley.cl/aire-acondicionado-portatil-loven-9000-btu-frio-calor-2000395805820p,214990,234990,Ripley,1,"Ripley: $234,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 471468 | Peso: 25.5 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/269436
363508,Aire Acondicionado Portátil,Master G,MGAC9PORWF,Master G MGAC9PORWF,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,20 m2,229990,Falabella Marketplace (Gasei),https://www.falabella.com/falabella-cl/product/149485688/Aire-Acondicionado-Portatil-Wifi-9000-BTU-4-en-1-MGAC9PORWF-Master-G/149485690,229990,229990,Tienda Oficial Master-G,3,"Falabella Marketplace (Gasei): $229,990 | Ripley Marketplace (GASEI S.A.): $229,990 | Tienda Oficial Master-G: $229,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 563500 | Peso: 22.0 kg | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/363508
363511,Aire Acondicionado Portátil,Midea,MPPA-09CRN7,Midea MPPA-09CRN7,Aire Acondicionado Portátil,Electricidad,Capacidad 9000 BTU/h,-,-,9000 BTU/h,No especificado,199990,Easy,https://www.easy.cl/aire-acondicionado-portatil-9000-btuh-solo-frio-mppa-09crn7-1500397/p,199990,199990,Easy,1,"Easy: $199,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 566967 | Peso: 23.5 kg | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/363511
357019,Aire Acondicionado Portátil,Verken,3en1 - 7.000 BTU Frio Zermatt,Verken 3en1 - 7.000 BTU Frio Zermatt,Aire Acondicionado Portátil,Electricidad,Capacidad 7000 BTU/h,-,-,7000 BTU/h,20 m2,189990,Precio referencia SoloTodo,,189990,189990,Precio referencia SoloTodo,0,,$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 530918 | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/357019
363514,Aire Acondicionado Portátil,Nex,portátil Wi-Fi frio/calor 12000 BTU,Nex portátil Wi-Fi frio/calor 12000 BTU,Aire Acondicionado Portátil,Electricidad,Capacidad 12000 BTU/h,-,2.60 (Portátil Calor),12000 BTU/h,No especificado,179990,Easy,https://www.easy.cl/aire-portatil-wi-fi-friocalor-12000-btu-1471948/p,179990,179990,Easy,1,"Easy: $179,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 576305 | Control Wi-Fi | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/363514
363941,Aire Acondicionado Portátil,Kendal,Chiller,Kendal Chiller,Aire Acondicionado Portátil,Electricidad,Según potencia eléctrica conectada,-,-,-,20 m2,149990,Falabella Marketplace (Mar del Sur),https://www.falabella.com/falabella-cl/product/149679563/enfriador-climatizador-mini-chiller-4-en-1-kmc-chiller/149679565,149990,149990,Falabella Marketplace (Mar del Sur),1,"Falabella Marketplace (Mar del Sur): $149,990",$ 0 (Portátil / Enchufable),$ 25.000 / año (Limpieza filtros),Certificación SEC QR: 576032 | Enchufable 220V directo. No requiere obras ni ductos.,https://www.solotodo.cl/products/363941
397953,Aire Acondicionado Split,LG,ATNW60GYLS3,LG ATNW60GYLS3,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 60000 BTU/h,-,3.00 (Inverter Modo Calor),60000 BTU/h,No especificado,2848021,SoyTechno (USD conv),https://soytechno.com/lg-cassette-redondo-60000-btu/,2848021,2848021,SoyTechno (USD conv),1,"SoyTechno (USD conv): $2,848,021",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397953
397945,Aire Acondicionado Split,LG,AVNQ60GM2A5,LG AVNQ60GM2A5,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 60000 BTU/h,-,3.00 (Inverter Modo Calor),60000 BTU/h,No especificado,2819989,Omnisport (USD conv),https://www.omnisport.com/productos/aac-tipo-piso-techo-inverter-avnq60gm2a5-auuq60gh5,2819989,2455577,SoyTechno (USD conv),2,"SoyTechno (USD conv): $2,455,577 | Omnisport (USD conv): $2,819,989",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397945
157062,Aire Acondicionado Split,LG,AVNQ36GM1A0,LG AVNQ36GM1A0,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 36000 BTU/h,-,3.03,36000 BTU/h,No especificado,2577048,Omnisport (USD conv),https://www.omnisport.com/productos/aac-tipo-techo-inverter-avnq36gm1a0-avuq36gm1a0,2577048,2577048,Omnisport (USD conv),1,"Omnisport (USD conv): $2,577,048",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/157062
397949,Aire Acondicionado Split,LG,AVNQ40GM1A5,LG AVNQ40GM1A5,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 40000 BTU/h,-,3.00 (Inverter Modo Calor),40000 BTU/h,No especificado,2343450,SoyTechno (USD conv),https://soytechno.com/lg-suspendido-en-techo-inverter-40000-btu/,2343450,2343450,SoyTechno (USD conv),1,"SoyTechno (USD conv): $2,343,450",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397949
397948,Aire Acondicionado Split,LG,ABNQ40GM3A5,LG ABNQ40GM3A5,Aire Acondicionado Split (Bomba de Calor),Electricidad,Capacidad 36000 BTU/h,-,3.00 (Inverter Modo Calor),36000 BTU/h,No especificado,2044445,SoyTechno (USD conv),https://soytechno.com/lg-fan-coil-36000-btu/,2044445,2044445,SoyTechno (USD conv),1,"SoyTechno (USD conv): $2,044,445",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/397948
54401,Aire Acondicionado Split,LG,VR182C7,LG VR182C7,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,1620.0 kWh/mes (Norma SEC),-,11.11 (Clase No Aplica),18300 BTU/h,No especificado,1591402,TecnoFacil (GTQ conv),https://www.tecnofacil.com.gt/aire-acondicionado-18-000-btus-inverter-art-cool,1591402,597982,Multimax (USD conv),7,"Raenco (USD conv): $635,338 | Multimax (USD conv): $597,982 | Photura (USD conv): $635,338 | Rodelag (USD conv): $635,367 | Max (GTQ conv): $1,285,735 (+2 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/54401
63434,Aire Acondicionado Split,LG,SW362H8,LG SW362H8,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 33000 BTU/h,-,3.10,33000 BTU/h / 8499 W (Calefacción),No especificado,1588416,Raenco (USD conv),https://www.raenco.com/aire-acondicionado-lg-evaporador-sw362h8-nrp0-36-000-btu-inveter.html,1588416,1401538,LG Shop Panamá (USD conv),6,"Panafoto (USD conv): $1,401,538 | Raenco (USD conv): $1,588,416 | LG Store (USD conv): $1,401,538 | Photura (USD conv): $1,401,538 | Multimax (USD conv): $1,401,557 (+1 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/63434
354770,Aire Acondicionado Split,Airolite,AASMI 24 ATI R32,Airolite AASMI 24 ATI R32,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,65.7 kWh/mes (Norma SEC),-,3.21 (Clase A),24000 BTU/h / 1030 W (Calefacción),No especificado,1529990,ABC,https://www.abc.cl/aire-acondicionado-split-airolite-aasmi-24-ati-inverter-r35-24000-btu/27977502.html,1529990,599990,Falabella Marketplace (AIROLITE),3,"Falabella Marketplace (AIROLITE): $599,990 | ABC: $1,529,990 | Sodimac: $874,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 518126 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/354770
277747,Aire Acondicionado Split,LG,VG122H31,LG VG122H31,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.00 (Inverter Modo Calor),12000 BTU/h,No especificado,1407953,Electrónica Panamericana (GTQ conv),https://electronicapanamericana.com/product/aire-acondicionado-artcool-gallery-de-12300-btus-thinq-vg122h31/,1407953,1064270,SoyTechno (USD conv),4,"LG Store (USD conv): $1,121,221 | Electrónica Panamericana (GTQ conv): $1,407,953 | SoyTechno (USD conv): $1,064,270 | LG Shop Panamá (USD conv): $1,121,221",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/277747
376339,Aire Acondicionado Split,LG,VM242C31,LG VM242C31,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 24000 BTU/h,-,3.00 (Inverter Modo Calor),24000 BTU/h,No especificado,1346967,Max (GTQ conv),https://www.max.com.gt/aire-acondicionado-lg-22-000-btu-inverter-blanco,1346967,644682,LG Shop Panamá (USD conv),13,"Panafoto (USD conv): $644,682 | LG Store (USD conv): $663,370 | Rodelag (USD conv): $644,710 | Photura (USD conv): $644,682 | Raenco (USD conv): $644,682 (+8 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/376339
381358,Aire Acondicionado Split,LG,VR182C31,LG VR182C31,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,1620.0 kWh/mes (Norma SEC),-,3.00 (Inverter Modo Calor),18000 BTU/h,No especificado,1346967,Max (GTQ conv),https://www.max.com.gt/aire-acondicionado-lg-18-000-btu-inverter-art-cool-gris,1346967,672751,Venelectronics (USD conv),6,"LG Store (USD conv): $691,402 | Photura (USD conv): $738,121 | Max (GTQ conv): $1,346,967 | SoyTechno (USD conv): $811,985 | LG Shop Panamá (USD conv): $738,121 (+1 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/381358
376326,Aire Acondicionado Split,LG,VR242C31,LG VR242C31,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 24000 BTU/h,-,3.00 (Inverter Modo Calor),24000 BTU/h,No especificado,1341775,Sukasa (USD conv),https://www.sukasa.com/productos/lg-aire-acondicionado-artcool-vr242c31/ups3-24000btu-con-dual-inverter/2b5e47e5-9fa8-4d0a-b490-ab900b678268,1207596,784841,LG Store (USD conv),6,"LG Store (USD conv): $784,841 | Photura (USD conv): $822,216 | Sukasa (USD conv): $1,341,775 | SoyTechno (USD conv): $896,080 | LG Shop Panamá (USD conv): $822,216 (+1 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/376326
54350,Aire Acondicionado Split,LG,VR242C7,LG VR242C7,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,1980.0 kWh/mes (Norma SEC),-,11.11 (Clase No Aplica),24500 BTU/h,No especificado,1307212,De Prati (USD conv),https://www.deprati.com.ec/aire-acondicionado-split-lg-vr242c7-inverter-24000-btu-barra-de-sonido/p/995X30286723422,1307212,794185,Photura (USD conv),4,"Raenco (USD conv): $822,216 | Multimax (USD conv): $794,203 | Photura (USD conv): $794,185 | De Prati (USD conv): $1,307,212",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/54350
91837,Aire Acondicionado Split,LG,VM182C9,LG VM182C9,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 18000 BTU/h,-,11.08 (Clase No Aplica),18000 BTU/h,No especificado,1224014,TecnoFacil (GTQ conv),https://www.tecnofacil.com.gt/aire-acondicionado-18-000-btu-inverter-blanco,1224014,467148,LG Shop Panamá (USD conv),8,"Siman Nicaragua (NIO conv): $761,913 | LG Store (USD conv): $467,148 | Omnisport (USD conv): $924,112 | Max (GTQ conv): $857,116 | TecnoFacil (GTQ conv): $1,224,014 (+3 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/91837
376334,Aire Acondicionado Split,LG,VR122C31,LG VR122C31,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 12000 BTU/h,-,3.00 (Inverter Modo Calor),12000 BTU/h,No especificado,1215670,Plaza Lama (DOP conv),https://plazalama.com.do/p/aire-acondicionado-inverter-lg-vr122c31njp3-12k-btu-S65512,1215670,513868,LG Store (USD conv),8,"LG Store (USD conv): $513,868 | Photura (USD conv): $541,899 | Rodelag (USD conv): $541,928 | Sukasa (USD conv): $910,087 | Plaza Lama (DOP conv): $1,215,670 (+3 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/376334
211060,Aire Acondicionado Split,LG,VX242C1,LG VX242C1,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 24000 BTU/h,-,3.00 (Inverter Modo Calor),24000 BTU/h,No especificado,1191987,Plaza Lama (DOP conv),https://plazalama.com.do/p/aire-acondicionado-lg-mvx242c1-24000-btu-S66542,1191987,467148,E Visión (USD conv),8,"E Visión (USD conv): $467,148 | Siman Nicaragua (NIO conv): $660,321 | La Curacao Online Nicaragua (NIO conv): $660,321 | Plaza Lama (DOP conv): $1,191,987 | Marcimex (USD conv): $769,003 (+3 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/211060
91828,Aire Acondicionado Split,LG,VM242C9,LG VM242C9,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 22000 BTU/h,-,3.43,22000 BTU/h,No especificado,1139021,Omnisport (USD conv),https://www.omnisport.com/productos/aire-acondicionado-inverter-vm242c9-24000-btu-wifi,1139021,939698,Siman Nicaragua (NIO conv),4,"Siman Nicaragua (NIO conv): $939,698 | Omnisport (USD conv): $1,139,021 | Sukasa (USD conv): $1,092,293 | Electrónica Panamericana (GTQ conv): $1,102,041",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/91828
131701,Aire Acondicionado Split,Ursus Trotter,Polar 24000BTU INV. F/C WIFI,Ursus Trotter Polar 24000BTU INV. F/C WIFI,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,65.7 kWh/mes (Norma SEC),-,3.21 (Clase A),24000 BTU/h / 7030 W (Calefacción),No especificado,1119990,Paris,https://www.paris.cl/aire-acondicionado-split-polar-inverter-wifi-24000-btu-frio-calor-379111999.html,1099990,1119990,Paris,1,"Paris: $1,119,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 408879 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/131701
277539,Aire Acondicionado Split,Samsung,AR70F24C1DW/ZS,Samsung AR70F24C1DW/ZS,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,58.7 kWh/mes (Norma SEC),-,3.32 (Clase B),24000 BTU/h / 6910 W (Calefacción),No especificado,1108990,Mercado Libre Samsung,https://www.mercadolibre.cl/p/MLC51701822?pdp_filters=official_store:462,1108990,749990,Portal del Aire,9,"Samsung Shop: $779,990 | Falabella Marketplace (SAMSUNG): $779,990 | Mercado Libre Samsung: $1,108,990 | Mercado Libre (SAMSUNG_CHILE): $1,108,990 | Enel X: $779,990 (+4 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 539343 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/277539
376340,Aire Acondicionado Split,LG,VM182C31,LG VM182C31,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,Capacidad 18000 BTU/h,-,3.00 (Inverter Modo Calor),18000 BTU/h,No especificado,1105147,Plaza Lama (DOP conv),https://plazalama.com.do/p/aire-acondicionado-inverter-lg-vm182c31nkp3-18k-btu-S52161,1105147,476492,LG Shop Panamá (USD conv),9,"Panafoto (USD conv): $476,492 | LG Store (USD conv): $495,180 | Rodelag (USD conv): $476,520 | Photura (USD conv): $476,492 | Raenco (USD conv): $476,492 (+4 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/376340
278315,Aire Acondicionado Split,Samsung,AR40F24C0AM/ZS,Samsung AR40F24C0AM/ZS,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,1917.0 kWh/mes (Norma SEC),-,3.21 (Clase A),24000 BTU/h / 6450 W (Calefacción),No especificado,1059990,ABC,https://www.abc.cl/aire-acondicionado-samsung-ar40f24c0amzs-24000-btu/28584180.html,1059990,529990,Falabella,13,"Samsung Shop: $559,990 | Easy: $599,990 | Ripley: $679,990 | ABC: $1,059,990 | Sodimac: $529,990 (+8 más)",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 545459 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/278315
142054,Aire Acondicionado Split,Airolite,AASMI 24 ATI,Airolite AASMI 24 ATI,Aire Acondicionado Split (Bomba de Calor Inverter),Electricidad,64.92 kWh/mes (Norma SEC),-,3.25 (Clase B),24000 BTU/h / 7180 W (Calefacción),No especificado,1049990,Easy,https://www.easy.cl/aire-acondicionado-split-aasmi-24-ati-r32-2700-w-24000-btu-frio-calor-wifi-1324251/p,1049990,1049990,Easy,1,"Easy: $1,049,990",$ 100.000 (Técnico SEC / vacío cañerías),$ 40.000 / año (Filtros y presiones),Certificación SEC QR: 401023 | Tecnología Inverter | Apto zonas templadas/frías. En Zona H/I verificar curvas de descongelamiento (defrost) en subcero.,https://www.solotodo.cl/products/142054
